Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/SetChild.PsiAdvance.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/OrRule.SetChild.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Setter.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/QuestionRule.SetChild.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/TokenType.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [warn] org.apache.velocity.runtime.exception.ReferenceException: reference : template = parserGenTemplates/CSharp/TokenType.cs.template [line 19,column 36] : $lasttype is not a valid reference.
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/ElementType.Const.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/ElementType.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Nonterminal.Bitset.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Grammar.Bitsets.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Nonterminal.NodeVisit.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Grammar.NodeVisitor.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Nonterminal.ParametrizedNodeVisit.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Grammar.ParametrizedNodeVisitor.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Nonterminal.ParametrizedNodeVisit2.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Grammar.ParametrizedNodeVisitor2.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Nonterminal.Test.GetterPlural.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Nonterminal.Test.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Nonterminal.Test.Getter.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Nonterminal.Test.Interface.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Test.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:15 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Grammar.ErrorMessages.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:15 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/AdvancedGetter.CheckedStepUp.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:15 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/NavigationMethod.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:15 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Navigator.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
